taskCreator,contributionID,contribution,description,payeeID,ADA,GMBL,AGIX,DJED,COPI,NTX
catalyst swarm,16,Operations,Community Communication,"Weekly Call - Swarm & Treasury Guild - March 7 - 150,Gimbal & 2 AGIX",4mg27n,,150,2,,,
catalyst swarm,17,Operations,Community Communication,"Weekly Call - Treasury Guild Team - March 13 - 100,Gimbal",jnaxjp,,100,2,,,
catalyst swarm,17,Operations,Community Communication,"Weekly Call - Treasury Guild Team - March 13 - 100,Gimbal",4mg27n,,100,2,,,
catalyst swarm,18,Operations,Community Communication,"Weekly ATH Team meeting - March 13, 2023",uveq4y,,100,2,,,
catalyst swarm,18,Operations,Community Communication,"Weekly ATH Team meeting - March 13, 2023",f0qnsw,,100,2,,,
catalyst swarm,18,Operations,Community Communication,"Weekly ATH Team meeting - March 13, 2023",u7ywg4,,100,2,,,
catalyst swarm,18,Operations,Community Communication,"Weekly ATH Team meeting - March 13, 2023",8n4qu4,,100,2,,,
catalyst swarm,19,Operations,"ATH #77 Organise the event & Sign up process",u7ywg4,,100,2,,,
catalyst swarm,19,Operations,"ATH #77 Organise the event & Sign up process",8n4qu4,,100,2,,,
catalyst swarm,20,Operations,Community Communication,"ATH #77 Host ATH Introduction",8n4qu4,,50,2,,,
catalyst swarm,21,Operations,"ATH #77 Upload ATH Room recordings",u7ywg4,,50,2,,,
catalyst swarm,22,Community Communication,"ATH#77 Host Breakout Room - 5 AGIX, 5 Ada & 100,Gimbal",429vj2,5,100,5,,,
catalyst swarm,22,Community Communication,"ATH#77 Host Breakout Room - 5 AGIX, 5 Ada & 100,Gimbal",jhyhwp,5,100,5,,,
catalyst swarm,22,Community Communication,"ATH#77 Host Breakout Room - 5 AGIX, 5 Ada & 100,Gimbal",g8glkf,5,100,5,,,
catalyst swarm,22,Community Communication,"ATH#77 Host Breakout Room - 5 AGIX, 5 Ada & 100,Gimbal",rcgctj,5,100,5,,,
catalyst swarm,22,Community Communication,"ATH#77 Host Breakout Room - 5 AGIX, 5 Ada & 100,Gimbal",qsty7m,5,100,5,,,
catalyst swarm,22,Community Communication,"ATH#77 Host Breakout Room - 5 AGIX, 5 Ada & 100,Gimbal",4mg27n,5,100,5,,,
catalyst swarm,22,Community Communication,"ATH#77 Host Breakout Room - 5 AGIX, 5 Ada & 100,Gimbal",5jwnt2,5,100,5,,,
catalyst swarm,22,Community Communication,"ATH#77 Host Breakout Room - 5 AGIX, 5 Ada & 100,Gimbal",lrs3kj,5,100,5,,,
catalyst swarm,22,Community Communication,"ATH#77 Host Breakout Room - 5 AGIX, 5 Ada & 100,Gimbal",jnaxjp,5,100,5,,,
catalyst swarm,22,Community Communication,"ATH#77 Host Breakout Room - 5 AGIX, 5 Ada & 100,Gimbal",473ed4,5,100,5,,,
catalyst swarm,23,Operations,"Meeting 10.03",j99kct,,200,2,,,
catalyst swarm,23,Operations,"Meeting 10.03",rcgctj,,200,2,,,
catalyst swarm,24,Operations,Community Communication,"Impact Growth Engine Operations Meeting 08.03",j99kct,,100,2,,,
catalyst swarm,24,Operations,Community Communication,"Impact Growth Engine Operations Meeting 08.03",q5xpal,,100,2,,,
catalyst swarm,24,Operations,Community Communication,"Impact Growth Engine Operations Meeting 08.03",rcgctj,,100,2,,,
catalyst swarm,25,Operations,Community Communication,"Impact Growth Engine Operations Meeting 01.03",rcgctj,,100,2,,,
catalyst swarm,25,Operations,Community Communication,"Impact Growth Engine Operations Meeting 01.03",j99kct,,100,2,,,
catalyst swarm,25,Operations,Community Communication,"Impact Growth Engine Operations Meeting 01.03",n7qgup,,100,2,,,
